"version","generator","osm3s__timestamp_osm_base","osm3s__copyright","elements__type","elements__id","elements__nodes__001","elements__nodes__002","elements__nodes__003","elements__nodes__004","elements__nodes__005","elements__nodes__006","elements__nodes__007","elements__nodes__008","elements__nodes__009","elements__nodes__010","elements__nodes__011","elements__nodes__012","elements__nodes__013","elements__lat","elements__lon","elements__tags__addr:housename","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:province","elements__tags__addr:street","elements__tags__air_conditioning","elements__tags__addr:unit","elements__tags__alt_name","elements__tags__amenity","elements__tags__attribution","elements__tags__contact:phone","elements__tags__building","elements__tags__canvec:CODE","elements__tags__canvec:UUID","elements__tags__building:levels","elements__tags__brewery","elements__tags__capacity","elements__tags__brand","elements__tags__brand:wikidata","elements__tags__brand:wikipedia","elements__tags__brand:website","elements__tags__contact:facebook","elements__tags__bar","elements__tags__check_date","elements__tags__check_date:opening_hours","elements__tags__diet:vegan","elements__tags__diet:vegetarian","elements__tags__cuisine","elements__tags__disused","elements__tags__diet:halal","elements__tags__fixme","elements__tags__disused:amenity","elements__tags__drive_through","elements__tags__indoor_seating","elements__tags__disused:shop","elements__tags__highchair","elements__tags__llbo","elements__tags__level","elements__tags__email","elements__tags__delivery","elements__tags__internet_access","elements__tags__diet:gluten_free","elements__tags__name","elements__tags__name:zh","elements__tags__name:en","elements__tags__official_name","elements__tags__opening_hours","elements__tags__roof:levels","elements__tags__payment:american_express","elements__tags__payment:cash","elements__tags__payment:discover_card","elements__tags__payment:interac","elements__tags__payment:credit_cards","elements__tags__payment:debit_cards","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__outdoor_seating","elements__tags__phone","elements__tags__reservation","elements__tags__shop","elements__tags__source","elements__tags__twitter","elements__tags__smoking","elements__tags__toilets","elements__tags__toilets:wheelchair","elements__tags__takeaway","elements__tags__url","elements__tags__website","elements__tags__website:menu","elements__tags__website:en","elements__tags__website:fr","elements__tags__wheelchair"
"","","","","way","997074556","8893329611","9206808363","9206808361","9206808362","9206808364","8893329611","","","","","","","","","","","","","390","","","Courtland Avenue East","","","","restaurant","","","retail","","","1","","","","","","","","","","","","","pizza;middle_eastern","","yes","","","","","","","","","","","","","Reif Bakery","","","","","0","","","","","","","","","","+1-519-570-1015","","","","","","","","","","https://reifbakery.ca/","","","",""
"","","","","way","1285259162","11922791572","11922773768","11922773766","11922791570","11922791572","","","","","","","","","","","","","","","","","","","","","restaurant","","","retail","","","","","","","","","","","","","","","","asian","","","","","","","","","","","","","","","Yang’s Braised Chicken Rice","","","","Mo-Su 11:00-22:00","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770413","","","","","","","","","","","","","","43.4721584","-80.5373295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770416","","","","","","","","","","","","","","43.4722194","-80.537372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770419","","","","","","","","","","","","","","43.4724689","-80.5372438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770421","","","","","","","","","","","","","","43.4725403","-80.537293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770423","","","","","","","","","","","","","","43.4726074","-80.5373391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770429","","","","","","","","","","","","","","43.4723333","-80.5373468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770430","","","","","","","","","","","","","","43.4725504","-80.5374962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770432","","","","","","","","","","","","","","43.4724079","-80.5373981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770434","","","","","","","","","","","","","","43.472328","-80.5376187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770435","","","","","","","","","","","","","","43.4724985","-80.5376394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770436","","","","","","","","","","","","","","43.472356","-80.5375413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770437","","","","","","","","","","","","","","43.4724705","-80.5377168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770438","","","","","","","","","","","","","","43.4723031","-80.5376874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770439","","","","","","","","","","","","","","43.472276","-80.5377622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770440","","","","","","","","","","","","","","43.4724456","-80.5377855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770441","","","","","","","","","","","","","","43.4724185","-80.5378603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770442","","","","","","","","","","","","","","43.4723871","-80.5379468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770443","","","","","","","","","","","","","","43.4722158","-80.5379282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770444","","","","","","","","","","","","","","43.4722446","-80.5378487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770445","","","","","","","","","","","","","","43.4721864","-80.5380092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770446","","","","","","","","","","","","","","43.4723583","-80.5380263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770447","","","","","","","","","","","","","","43.4723289","-80.5381073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770458","","","","","","","","","","","","","","43.4729126","-80.5374305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770459","","","","","","","","","","","","","","43.4728077","-80.5376824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770461","","","","","","","","","","","","","","43.4729135","-80.5377619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770462","","","","","","","","","","","","","","43.4728604","-80.5378837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770467","","","","","","","","","","","","","","43.4730162","-80.537512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770473","","","","","","","","","","","","","","43.4729844","-80.5375889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770475","","","","","","","","","","","","","","43.4728807","-80.5375075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770476","","","","","","","","","","","","","","43.4727565","-80.5378097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770502","","","","","","","","","","","","","","43.4718887","-80.5388919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770503","","","","","","","","","","","","","","43.4717709","-80.5390282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770504","","","","","","","","","","","","","","43.4718406","-80.5388117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770505","","","","","","","","","","","","","","43.4717244","-80.5389476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770508","","","","","","","","","","","","","","43.4717961","-80.5387376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770509","","","","","","","","","","","","","","43.4716818","-80.5388737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5076401361","","","","","","","","","","","","","","43.4720679","-80.5372665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5912631989","","","","","","","","","","","","","","43.471741","-80.5386458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5912631990","","","","","","","","","","","","","","43.4716226","-80.538771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11922773766","","","","","","","","","","","","","","43.4729423","-80.5376892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11922773768","","","","","","","","","","","","","","43.4728387","-80.5376089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11922791570","","","","","","","","","","","","","","43.4729611","-80.5376434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11922791572","","","","","","","","","","","","","","43.4728576","-80.5375627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11929070214","","","","","","","","","","","","","","43.4719607","-80.5371918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770411","","","","","","","","","","","","","","43.4720154","-80.5369169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770412","","","","","","","","","","","","","","43.4722274","-80.5371414","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770414","","","","","","","","","","","","","","43.471924","-80.5371662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770415","","","","","","","","","","","","","","43.4722884","-80.5371839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770417","","","","","","","","","","","","","","43.4724494","-80.5370263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770418","","","","","","","","","","","","","","43.4723902","-80.5371897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770420","","","","","","","","","","","","","","43.4725281","-80.5370805","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770422","","","","","","","","","","","","","","43.4725995","-80.5371296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","474770424","","","","","","","","","","","","","","43.4726666","-80.5371758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473895640","","","","","","","","","","","","","","43.4724762","-80.5363083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473895651","","","","","","","","","","","","","","43.4727636","-80.5363314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473895655","","","","","","","","","","","","","","43.4728505","-80.5360952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5076401360","","","","","","","","","","","","","","43.4721593","-80.5370172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549692","","","","","","","","","","","","","","43.4730717","-80.5356121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549693","","","","","","","","","","","","","","43.4728981","-80.5354961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549694","","","","","","","","","","","","","","43.4729426","-80.5353698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549695","","","","","","","","","","","","","","43.4731162","-80.5354858","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549696","","","","","","","","","","","","","","43.4731402","-80.5354176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549697","","","","","","","","","","","","","","43.4723869","-80.536246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549698","","","","","","","","","","","","","","43.4724389","-80.5361046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549700","","","","","","","","","","","","","","43.4724611","-80.5360443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549701","","","","","","","","","","","","","","43.4723556","-80.5359706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549702","","","","","","","","","","","","","","43.472557","-80.5359656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5343549703","","","","","","","","","","","","","","43.4723982","-80.5358547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429546","","","","","","","","","","","","","","43.4726277","-80.5362365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429547","","","","","","","","","","","","","","43.4725749","-80.5361996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429548","","","","","","","","","","","","","","43.4726883","-80.5362788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429549","","","","","","","","","","","","","","43.4727751","-80.5360426","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429550","","","","","","","","","","","","","","43.4727146","-80.5360003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429551","","","","","","","","","","","","","","43.4728095","-80.5362067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429552","","","","","","","","","","","","","","43.4727341","-80.5361541","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429553","","","","","","","","","","","","","","43.4726618","-80.5359635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5362429554","","","","","","","","","","","","","","43.4726201","-80.536077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7483247543","","","","","","","","","","","","","","43.4729666","-80.5353016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7483247551","","","","","","","","","","","","","","43.4728679","-80.5355821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7483247552","","","","","","","","","","","","","","43.4730415","-80.5356981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7483247565","","","","","","","","","","","","","","43.4725373","-80.5360191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7483247566","","","","","","","","","","","","","","43.4725282","-80.5361669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11928740227","","","","","","","","","","","","","","43.4726575","-80.5362573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11928740228","","","","","","","","","","","","","","43.4727471","-80.536023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","544515544","","","","","","","","","","","","","","43.4866107","-80.5408999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4624448380","","","","","","","","","","","","","","43.4864475","-80.5407959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4624448381","","","","","","","","","","","","","","43.4865848","-80.540424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4624448383","","","","","","","","","","","","","","43.4867409","-80.5405409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1977355291","","","","","","","","","","","","","","43.4198518","-80.4485815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1977355292","","","","","","","","","","","","","","43.4196304","-80.4482921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1977355293","","","","","","","","","","","","","","43.4195968","-80.4485057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1977355294","","","","","","","","","","","","","","43.4198853","-80.4483679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1685297500","","","","","","","","","","","","","","43.4387475","-80.5212392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1685297502","","","","","","","","","","","","","","43.4388698","-80.5209363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1685297505","","","","","","","","","","","","","","43.4387584","-80.520851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1685297517","","","","","","","","","","","","","","43.4386361","-80.5211539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10958629575","","","","","","","","","","","","","","43.4386931","-80.5209434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10958629576","","","","","","","","","","","","","","43.438639","-80.5210774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10958629577","","","","","","","","","","","","","","43.4386604","-80.5210938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","10958629578","","","","","","","","","","","","","","43.4387145","-80.5209598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","813737633","","","","","","","","","","","","","","43.4351029","-80.5148827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","813737818","","","","","","","","","","","","","","43.4352637","-80.5149954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","813737960","","","","","","","","","","","","","","43.4352252","-80.5153165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","813738500","","","","","","","","","","","","","","43.4350007","-80.5151592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1587995918","","","","","","","","","","","","","","43.436584","-80.5138262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1587995924","","","","","","","","","","","","","","43.4367096","-80.513603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1587995928","","","","","","","","","","","","","","43.4367281","-80.51398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1587995941","","","","","","","","","","","","","","43.4368537","-80.5137568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2068839308","","","","","","","","","","","","","","43.4366606","-80.51369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2068839321","","","","","","","","","","","","","","43.4366195","-80.5136461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2068839323","","","","","","","","","","","","","","43.436632","-80.5137408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2068839331","","","","","","","","","","","","","","43.4365909","-80.513697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
